Cod_setor,Situacao_setor,Pessoas residentes,V002,V003,V004,V005,V006
250630105000031,1,828,282,66,7,473,0
250630105000032,1,988,427,9,0,551,1
250630105000033,1,770,227,19,0,524,0
250630105000034,1,637,203,25,3,405,1
250630105000035,1,1122,404,147,4,567,0
250630105000036,1,744,271,38,20,415,0
250630105000037,1,836,358,61,16,399,2
250630105000038,1,797,349,8,1,439,0
250630105000039,1,706,208,27,2,469,0
250630105000040,1,901,291,74,18,518,0
250630105000041,8,134,51,0,4,79,0
250630105000042,4,330,115,65,5,145,0
250630105000043,8,231,77,13,2,139,0
250630105000044,8,479,133,44,7,295,0
250630105000045,8,553,222,16,3,312,0
250630105000046,8,157,33,16,0,108,0
250630105000047,5,685,239,52,8,386,0
250630105000048,8,515,171,15,0,329,0
250630105000049,8,502,107,5,3,387,0
250630105000050,1,586,192,11,0,383,0
250630105000051,1,975,505,12,0,457,1
250630105000052,1,480,206,22,3,248,1
250630105000053,1,675,272,38,1,364,0
250630105000054,1,689,378,47,17,247,0
250630105000055,1,747,324,28,0,395,0
250630105000056,1,924,392,16,3,513,0
250630105000057,1,577,219,19,2,336,1
250630105000058,1,594,221,35,1,336,1
250630105000059,1,717,301,30,0,384,2
250630105000060,1,522,264,31,3,224,0
250630105000061,1,1317,476,36,12,793,0
250630105000062,1,808,397,52,7,352,0
250630105000063,1,826,356,48,16,406,0
250630105000064,1,688,239,28,3,417,1
250630105000065,1,540,194,69,13,263,1
250630105000066,1,686,332,63,4,286,1
250630105000067,1,945,369,46,5,525,0
250630105000068,1,592,193,68,11,311,9
250630110000001,1,942,333,97,3,508,1
250630110000002,8,330,103,92,0,135,0
250630110000003,8,375,145,9,0,221,0
250630110000004,8,132,40,9,0,83,0
250630110000005,8,224,121,7,0,96,0
250630110000006,8,512,40,5,2,465,0
250630110000007,5,265,99,7,0,159,0
250630110000008,7,372,38,34,0,300,0
250630110000009,5,296,89,0,0,207,0
250630110000010,7,274,131,2,0,141,0
250640005000001,1,907,244,43,0,619,1
250640005000002,1,907,227,32,0,648,0
250640005000003,1,698,269,44,0,385,0
250640005000004,1,583,215,38,2,328,0
250640005000005,1,1453,333,45,5,1070,0
250640005000006,1,750,316,0,0,434,0
250640005000007,8,639,151,33,0,455,0
250640005000008,8,952,313,50,2,587,0
250640005000009,8,605,193,79,1,332,0
250640005000010,8,585,123,34,0,428,0
250640005000011,8,546,263,2,0,281,0
250640005000012,8,799,160,4,10,625,0
250640005000013,5,271,104,1,2,164,0
250640005000014,8,439,107,15,3,314,0
250640005000015,5,1583,580,206,1,796,0
250640005000016,5,304,73,9,16,206,0
250640005000017,4,688,200,32,15,441,0
250640005000018,1,497,134,13,8,342,0
250640005000019,8,19,X,X,X,X,X
250640005000020,8,223,110,39,6,68,0
250640005000021,8,6,X,X,X,X,X
250640005000022,8,418,112,27,0,279,0
250650905000001,1,1120,489,59,0,572,0
250650905000002,1,1008,372,67,18,551,0
250650905000003,8,564,286,13,1,264,0
250650905000004,8,467,121,47,16,283,0
250660805000001,1,690,273,6,1,410,0
250660805000002,1,946,391,19,0,536,0
250660805000003,1,977,368,54,5,550,0
250660805000004,1,868,302,7,1,558,0
250660805000005,8,701,154,8,0,539,0
250660805000006,8,312,51,0,0,261,0
250660805000007,8,378,61,22,0,295,0
250660805000008,5,222,59,0,0,163,0
250660805000009,8,428,115,5,5,303,0
250660810000001,1,205,85,0,0,120,0
250660810000002,8,304,74,30,0,200,0
250670705000001,1,1499,509,56,34,900,0
250670705000002,1,1008,389,18,1,600,0
250670705000003,1,1617,469,18,29,1101,0
250670705000004,8,581,143,20,10,408,0
250670705000005,8,750,220,17,17,496,0
250670705000006,8,604,230,8,6,360,0
250670705000007,8,397,51,0,0,346,0
250670705000008,8,332,100,31,14,187,0
250670705000009,8,160,25,0,4,131,0
250670705000010,8,452,144,8,15,285,0
250670705000011,8,243,51,27,0,165,0
250670705000012,5,309,70,17,3,219,0
250670715000001,1,939,280,6,1,652,0
250670715000002,8,209,61,0,0,148,0
250670715000003,8,523,133,0,2,388,0
250670715000004,8,473,112,7,2,352,0
250670715000005,8,727,266,3,6,452,0
250670715000006,8,291,72,73,0,146,0
250670715000007,8,238,75,2,0,161,0
250680605000001,1,976,386,29,7,554,0
250680605000002,1,907,284,15,0,608,0
250680605000003,1,532,232,2,6,292,0
250680605000004,1,1286,395,151,2,738,0
250680605000005,1,947,343,31,8,565,0
250680605000006,1,1015,334,68,17,596,0
250680605000007,1,980,193,27,2,758,0
250680605000008,1,949,248,29,0,672,0
250680605000009,1,1134,336,34,19,745,0
250680605000010,1,1432,390,22,66,954,0
250680605000011,8,669,184,2,1,482,0
250680605000012,8,479,220,36,0,223,0
250680605000013,8,1241,483,49,13,696,0
250680605000014,8,1216,357,16,1,842,0
250680605000015,1,849,353,49,3,443,1
250680605000016,5,451,170,4,2,275,0
250680607000001,1,592,236,68,1,287,0
250680607000002,5,593,184,6,0,403,0
250680607000003,8,882,257,189,0,436,0
250680607000004,8,1050,297,7,1,745,0
250690505000001,1,918,556,57,13,292,0
250690505000002,1,706,278,9,2,416,1
250690505000003,1,774,365,36,8,363,2
250690505000004,1,854,398,18,0,438,0
250690505000005,1,891,387,80,8,396,20
250690505000006,1,605,268,22,1,314,0
250690505000007,1,704,254,26,1,423,0
250690505000008,1,1082,423,18,7,634,0
250690505000009,1,687,321,39,1,326,0
250690505000010,1,936,295,52,1,588,0
250690505000011,1,814,238,14,0,560,2
250690505000012,1,748,345,41,20,342,0
250690505000013,1,1085,607,43,2,433,0
250690505000014,1,815,291,75,6,443,0
250690505000015,1,754,284,107,26,335,2
250690505000016,1,653,230,32,0,391,0
250690505000017,1,1007,345,30,4,628,0
250690505000018,1,908,267,30,3,608,0
250690505000019,1,718,263,52,10,392,1
250690505000020,1,823,253,58,1,511,0
250690505000021,1,1296,572,104,15,603,2
250690505000022,8,861,190,13,1,657,0
250690505000023,5,829,198,96,4,531,0
250690505000024,8,375,55,8,3,309,0
250690505000025,8,872,344,1,0,527,0
250690505000026,1,680,355,32,8,285,0
250690510000001,1,993,491,84,4,414,0
250690510000002,8,269,103,6,4,156,0
250690510000003,5,221,105,3,2,111,0
250690510000004,8,175,92,9,0,74,0
250690515000001,1,280,124,35,2,119,0
250690515000002,8,681,369,28,2,281,1
250690515000003,8,467,187,20,5,255,0
250700205000001,1,864,635,42,14,173,0
250700205000002,1,1288,565,82,31,610,0
250700205000003,1,1025,286,54,4,681,0
250700205000004,1,1174,553,58,10,553,0
250700205000005,1,952,459,37,5,451,0
250700205000006,1,1378,644,121,2,608,3
250700205000007,1,1521,480,250,21,770,0
250700205000008,1,1332,632,48,44,608,0
250700205000009,1,773,454,19,11,289,0
250700205000010,1,1032,455,16,8,553,0
250700205000011,1,887,583,37,4,263,0
250700205000012,1,1280,644,181,54,401,0
250700205000013,1,1046,506,45,2,493,0
250700205000014,1,927,528,77,12,310,0
250700205000015,8,360,144,16,1,199,0
250700205000016,8,504,185,76,12,231,0
250700205000017,8,439,249,40,0,150,0
250700205000018,8,504,183,114,28,179,0
250700205000019,8,485,104,89,24,267,1
250700205000020,8,413,206,13,8,186,0
250700205000021,8,489,221,52,2,214,0
250700205000022,8,517,134,44,0,339,0
250700205000023,8,260,82,10,0,168,0
250700205000024,8,766,205,47,3,511,0
250700205000025,8,132,50,4,0,78,0
250700205000026,8,694,246,12,2,434,0
250700205000027,1,1039,637,61,1,340,0
250700205000028,1,1111,458,64,0,589,0
250710105000001,1,766,302,6,0,458,0
250710105000002,1,1009,439,29,14,527,0
250710105000003,1,907,372,5,1,529,0
250710105000004,1,916,356,35,21,504,0
250710105000005,1,914,316,13,3,582,0
250710105000006,1,1082,497,7,1,577,0
250710105000007,1,1384,583,27,15,759,0
250710105000008,1,1320,523,8,2,787,0
250710105000009,1,702,316,19,2,365,0
250710105000010,8,434,188,4,2,240,0
250710105000011,8,620,265,17,12,326,0
250710105000012,8,1134,438,16,15,665,0
250710105000013,8,485,183,26,23,253,0
250710105000014,8,218,96,6,18,98,0
250710105000015,8,581,252,5,0,324,0
250710105000016,8,417,155,4,0,257,1
250710105000017,8,430,160,32,0,238,0
250710105000018,8,616,223,3,1,389,0
250710105000019,8,414,150,21,3,240,0
250710105000020,8,559,182,24,18,335,0
250710105000021,1,1081,388,19,12,658,4
250710105000022,1,775,285,34,24,431,1
250710105000023,8,233,63,6,0,164,0
250720005000001,1,377,98,45,0,234,0
250720005000002,1,1486,435,46,2,1002,1
250720005000003,1,1272,387,357,13,515,0
250720005000004,1,695,274,62,18,341,0
250720005000005,1,1236,314,54,0,868,0
250720005000006,8,1032,308,54,0,670,0
250720005000007,8,326,118,9,0,199,0
250720005000008,5,290,133,49,3,105,0
250720005000009,8,937,267,20,2,648,0
250720005000010,8,869,238,110,7,514,0
250720005000011,8,208,71,8,2,127,0
250720005000012,5,194,46,6,0,142,0
250720005000013,1,889,369,145,2,373,0
250720005000014,5,390,163,74,0,153,0
250730905000001,1,919,387,3,1,528,0
250730905000002,1,564,272,27,4,259,2
250730905000003,1,1011,361,21,9,620,0
250730905000004,1,637,317,29,2,289,0
250730905000005,1,735,356,15,0,351,13
250730905000006,8,456,212,36,10,196,2
250730905000007,8,513,164,9,1,339,0
250730905000008,8,131,57,6,0,68,0
250730905000009,8,311,132,2,0,177,0
250730905000010,8,436,181,12,1,235,0
250730905000011,8,300,142,13,0,145,0
250730905000012,8,341,120,10,0,211,0
250730905000013,1,708,290,45,3,370,0
250730905000014,1,574,238,20,5,311,0
250730905000015,1,508,220,1,0,287,0
250730905000016,1,730,326,29,4,367,4
250730905000017,1,638,274,45,7,312,0
250730905000018,8,449,172,13,0,264,0
250730905000019,8,367,179,57,8,123,0
250730905000020,8,727,332,1,1,393,0
250730910000001,1,1008,531,20,2,453,2
250730910000002,8,311,137,37,7,124,6
250730910000003,8,828,206,84,15,523,0
250730910000004,8,321,120,29,16,155,1
250730910000005,8,419,110,40,10,258,1
250740805000001,1,774,280,17,6,471,0
250740805000002,1,578,282,1,3,292,0
250740805000003,1,828,393,4,4,427,0
250740805000004,8,781,301,9,0,471,0
250740805000005,8,455,192,3,0,260,0
250740805000006,8,578,274,10,1,293,0
250740805000007,8,687,205,2,1,479,0
250740805000008,5,308,121,4,8,175,0
250740805000009,1,918,385,14,7,512,0
250740805000010,1,708,255,33,7,413,0
250740805000011,1,923,382,12,4,525,0
250750705000001,1,373,118,31,3,221,0
250750705000002,1,987,361,46,10,570,0
250750705000003,1,640,246,87,16,291,0
250750705000004,1,308,85,17,5,201,0
250750705000005,1,1116,405,100,10,599,2
250750705000006,1,873,362,59,6,445,1
250750705000007,1,1101,435,56,11,598,1
250750705000008,1,1031,332,337,48,314,0
250750705000009,1,466,139,53,1,272,1
250750705000010,1,932,301,52,12,567,0
250750705000011,1,1380,366,104,10,898,2
250750705000012,1,802,188,53,0,561,0
250750705000013,1,1187,506,69,2,610,0
250750705000014,1,1033,352,49,5,626,1
250750705000015,1,632,320,10,5,297,0
250750705000016,1,1315,496,97,9,713,0
250750705000018,1,87,14,1,0,72,0
250750705000019,1,793,248,35,10,500,0
250750705000020,1,817,467,50,27,268,5
250750705000021,1,998,507,50,26,397,18
250750705000022,1,944,467,41,10,423,3
250750705000023,1,914,442,42,8,418,4
250750705000024,1,604,229,23,0,352,0
250750705000025,1,995,489,36,24,446,0
250750705000026,1,1019,490,26,0,501,2
250750705000027,1,1032,550,88,14,380,0
250750705000028,1,898,452,42,9,393,2
250750705000029,1,891,419,26,3,440,3
250750705000030,1,1989,838,79,17,1040,15
250750705000031,1,527,280,35,2,210,0
250750705000032,1,527,253,26,12,226,10
250750705000033,1,954,527,15,3,406,3
250750705000034,1,1103,463,71,2,566,1
250750705000035,1,526,249,18,22,225,12
250750705000036,1,836,394,32,9,399,2
250750705000037,1,327,223,3,0,100,1
250750705000038,1,917,439,52,25,398,3
250750705000039,1,959,535,28,15,381,0
250750705000040,1,723,283,40,12,386,2
250750705000041,1,1136,510,44,1,581,0
250750705000042,1,850,412,54,36,322,26
250750705000043,1,778,529,27,5,217,0
250750705000044,1,763,383,38,9,318,15
250750705000045,1,891,480,45,10,354,2
250750705000046,1,668,341,13,10,304,0
250750705000047,1,1015,483,54,0,478,0
250750705000048,1,737,399,17,6,315,0
250750705000049,1,714,251,105,1,357,0
250750705000050,1,317,80,15,10,212,0
250750705000051,1,1337,527,65,48,696,1
250750705000052,1,935,412,95,37,391,0
250750705000053,1,974,391,63,13,507,0
250750705000054,1,673,240,76,24,329,4
250750705000055,1,892,414,46,29,390,13
250750705000056,1,720,383,76,17,242,2
250750705000057,1,1118,423,79,3,613,0
250750705000058,1,676,302,87,0,287,0
250750705000059,1,859,419,62,23,353,2
250750705000060,1,1056,513,126,6,411,0
250750705000061,1,1071,492,112,8,459,0
250750705000062,1,1078,545,40,1,491,1
250750705000063,1,1185,716,38,33,394,4
250750705000064,1,645,369,20,1,255,0
250750705000065,1,785,477,38,8,261,1
250750705000066,1,851,440,36,1,374,0
250750705000067,1,259,147,6,1,105,0
250750705000068,1,1041,350,61,29,601,0
250750705000069,1,1161,339,149,19,652,2
250750705000070,1,564,233,41,11,279,0
250750705000071,1,1005,514,65,20,395,11
250750705000072,1,740,415,57,28,236,4
250750705000073,1,477,250,56,6,165,0
250750705000074,1,493,291,16,2,182,2
250750705000075,1,314,153,27,0,134,0
250750705000076,1,1035,554,35,4,441,1
250750705000077,1,1296,451,199,1,645,0
250750705000078,1,1371,357,100,29,885,0
250750705000079,1,1237,560,75,9,590,3
250750705000080,1,915,485,16,16,398,0
250750705000081,1,835,299,30,2,504,0
250750705000082,1,710,281,17,11,401,0
250750705000083,1,1465,429,176,21,834,5
250750705000084,1,1094,352,71,15,640,16
250750705000085,1,1249,544,57,0,647,1
250750705000086,1,964,462,72,9,421,0
250750705000087,1,1124,563,57,6,494,4
250750705000088,1,1104,614,25,8,456,1
250750705000089,1,676,443,4,0,227,2
250750705000090,1,986,467,40,16,463,0
250750705000091,1,554,165,80,12,291,6
250750705000092,1,676,153,67,21,435,0
250750705000093,1,704,298,79,41,283,3
250750705000094,1,520,158,23,3,333,3
250750705000095,1,1187,369,105,20,687,6
250750705000096,1,1102,498,77,12,512,3
250750705000097,1,1451,681,92,45,613,20
250750705000098,1,1255,645,39,26,541,4
250750705000099,1,997,520,20,20,437,0
250750705000100,1,813,368,23,6,416,0
250750705000101,1,795,242,34,6,509,4
250750705000102,1,1132,372,199,52,497,12
250750705000103,1,555,131,104,21,292,7
250750705000104,1,935,362,70,0,501,2
250750705000105,1,981,566,35,10,368,2
250750705000106,1,992,447,34,2,508,1
250750705000107,1,389,130,58,14,187,0
250750705000108,1,777,251,61,12,453,0
250750705000109,1,418,81,62,6,269,0
250750705000110,1,795,227,58,8,501,1
250750705000111,1,1197,341,119,18,719,0
250750705000112,1,796,295,30,1,470,0
250750705000113,1,595,197,72,11,312,3
250750705000114,1,742,255,60,1,423,3
250750705000115,1,572,202,15,11,344,0
250750705000116,1,375,132,2,1,240,0
250750705000117,1,681,147,40,0,494,0
250750705000118,1,523,236,21,4,262,0
250750705000119,1,942,449,10,16,466,1
250750705000120,1,1060,390,49,20,601,0
250750705000121,1,649,273,58,0,318,0
250750705000122,1,976,292,118,17,542,7
250750705000123,1,990,397,41,27,525,0
250750705000124,1,731,356,25,1,349,0
250750705000125,1,844,366,70,9,396,3
250750705000126,1,659,301,47,2,307,2
250750705000127,1,528,183,17,3,324,1
250750705000128,1,495,183,3,2,307,0
250750705000129,1,1291,418,158,34,672,9
250750705000130,1,674,246,38,22,368,0
250750705000131,1,768,270,125,19,354,0
250750705000132,1,1286,286,32,16,952,0
250750705000133,1,948,456,85,22,376,9
250750705000134,1,635,289,32,8,305,1
250750705000135,1,597,201,29,9,357,1
250750705000136,1,510,226,51,4,219,10
250750705000137,1,523,114,46,10,350,3
250750705000138,1,1078,357,70,2,649,0
250750705000139,1,363,107,183,4,69,0
250750705000140,1,273,171,3,2,97,0
250750705000141,1,572,357,29,14,172,0
250750705000142,1,149,84,4,0,61,0
250750705000143,1,482,231,36,9,205,1
250750705000144,1,495,248,26,1,220,0
250750705000145,1,327,195,25,2,104,1
250750705000146,1,488,281,38,6,159,4
250750705000147,1,366,220,6,3,137,0
250750705000148,1,492,244,16,12,220,0
250750705000149,1,582,319,23,1,239,0
250750705000150,1,969,523,41,22,381,2
250750705000151,1,840,551,27,15,247,0
250750705000152,1,984,647,15,17,304,1
250750705000153,1,641,411,32,5,193,0
250750705000154,1,965,697,21,12,235,0
250750705000155,1,712,491,15,6,199,1
250750705000156,1,839,563,33,0,241,2
250750705000157,1,550,353,14,6,176,1
250750705000158,1,408,234,7,3,164,0
250750705000159,1,681,484,23,3,171,0
250750705000160,1,192,88,24,1,79,0
250750705000161,1,794,291,67,35,401,0
250750705000162,1,392,205,8,1,178,0
250750705000163,1,770,411,34,2,323,0
250750705000164,1,569,401,7,8,150,3
250750705000165,1,703,435,37,21,205,5
250750705000166,1,346,178,24,5,139,0
250750705000167,1,798,389,48,6,354,1
250750705000168,1,846,464,38,9,332,3
250750705000169,1,772,449,11,2,308,2
250750705000170,1,216,111,7,0,98,0
250750705000171,1,708,323,71,39,275,0
250750705000172,1,654,292,48,26,288,0
250750705000173,1,1110,337,84,6,683,0
250750705000174,1,939,394,40,3,496,6
250750705000175,1,912,414,82,3,410,3
250750705000176,1,869,383,24,18,437,7
250750705000177,1,1389,692,26,1,670,0
250750705000178,1,717,221,80,21,391,4
250750705000179,1,854,384,68,0,402,0
250750705000180,1,872,319,55,44,451,3
250750705000181,1,864,419,50,5,388,2
250750705000182,1,1083,523,72,3,485,0
250750705000183,1,846,406,37,3,393,7
250750705000184,1,809,366,67,26,348,2
250750705000185,1,1489,670,148,59,584,28
250750705000186,1,892,375,41,4,468,4
250750705000187,1,883,417,22,18,424,2
250750705000188,1,1046,538,34,1,473,0
250750705000189,1,928,428,63,11,423,3
250750705000190,1,945,422,50,29,444,0
250750705000191,1,437,185,22,11,218,1
250750705000192,1,1027,504,88,28,405,2
250750705000193,1,1114,494,81,14,519,6
250750705000194,1,737,300,28,26,381,2
250750705000195,1,691,333,50,12,296,0
250750705000196,1,449,222,20,0,207,0
250750705000197,1,986,449,20,5,510,2
250750705000198,1,803,342,52,16,393,0
250750705000199,1,761,285,48,14,414,0
250750705000200,1,593,238,136,10,209,0
250750705000201,1,524,193,16,21,292,2
250750705000202,1,1436,308,275,30,823,0
250750705000203,1,1057,280,36,1,740,0
250750705000204,1,573,252,29,6,286,0
250750705000205,1,925,477,56,18,373,1
250750705000206,1,1262,488,131,3,640,0
250750705000207,1,1000,422,21,0,557,0
250750705000208,1,374,200,76,7,90,1
250750705000209,1,745,357,40,21,324,3
250750705000210,1,792,358,72,27,330,5
250750705000211,1,840,398,79,19,344,0
250750705000212,1,1016,362,70,0,584,0
250750705000213,1,1122,458,28,5,631,0
250750705000214,1,684,394,116,11,162,1
250750705000215,1,688,39,3,1,645,0
250750705000216,1,844,405,26,0,413,0
250750705000217,1,887,412,47,0,428,0
250750705000218,1,976,367,26,4,577,2
250750705000219,1,932,325,55,16,536,0
250750705000220,1,261,100,10,6,145,0
250750705000221,1,542,209,56,7,270,0
250750705000222,1,984,402,46,1,535,0
250750705000223,1,988,432,43,30,482,1
250750705000224,1,965,423,45,32,465,0
250750705000225,1,426,10,10,0,406,0
250750705000226,1,726,266,59,18,381,2
250750705000227,1,790,177,40,3,570,0
250750705000228,1,631,316,9,1,305,0
250750705000229,1,360,135,16,11,197,1
250750705000230,1,1274,510,90,30,638,6
250750705000231,1,707,252,63,2,390,0
250750705000232,1,994,340,36,0,618,0
250750705000233,1,1019,383,79,8,548,1
250750705000234,1,1253,636,60,0,547,10
250750705000235,1,726,330,15,11,370,0
250750705000236,1,1160,529,109,5,517,0
250750705000237,1,894,311,72,12,498,1
250750705000238,1,938,359,63,7,509,0
250750705000239,1,629,203,46,9,371,0
250750705000240,1,905,154,25,8,718,0
250750705000241,1,690,186,112,16,376,0
250750705000242,1,867,335,112,40,380,0
250750705000243,1,652,263,68,0,321,0
250750705000244,1,874,346,91,30,405,2
250750705000245,1,388,107,38,1,242,0
250750705000246,1,749,245,23,25,456,0
250750705000247,1,1247,534,86,13,614,0
250750705000248,1,813,331,29,0,450,3
250750705000249,1,454,162,29,0,256,7
250750705000250,1,936,367,184,6,378,1
250750705000251,1,651,246,98,25,275,7
250750705000252,1,695,258,32,13,391,1
250750705000253,1,629,119,41,1,468,0
250750705000254,1,546,189,42,1,314,0
250750705000255,1,706,198,40,10,457,1
250750705000256,1,461,131,16,5,309,0
250750705000257,1,500,223,19,2,256,0
250750705000258,1,331,93,16,0,222,0
250750705000259,1,897,310,71,4,512,0
250750705000260,1,1214,328,111,25,750,0
250750705000261,1,1160,378,186,48,511,37
250750705000262,1,182,64,13,1,103,1
